Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2008-02-11,31.56466293334961,34.445885187059055,31.226642213749283,34.445885187059055,15133331
2008-02-12,31.001298904418945,32.723593773150576,30.743759178741186,32.514343974080425,10237627
2008-02-13,30.55061149597168,31.95098032113531,29.922859803092262,31.54857510990645,10395753
2008-02-14,33.22257614135742,33.56059689037388,31.226644931236464,31.226644931236464,12514003
2008-02-15,34.1722526550293,34.44588902596069,32.20851468092637,33.093805996873364,12080990
2008-02-18,33.97909927368164,34.9448738572715,33.68936842683611,34.9448738572715,6977153
2008-02-19,33.60889434814453,34.67124464505613,33.35135455144048,34.59076359503538,7226542
2008-02-20,32.771873474121094,33.30304943732481,32.40166171025338,33.2869527990725,5604999
2008-02-21,32.99724197387695,33.56060937067662,32.59483669044862,33.303069552644814,3874365
2008-02-22,32.57872772216797,32.7879775171433,31.564665481503713,31.902686228391797,2691220
2008-02-25,32.85236358642578,33.25476873831487,32.0636499253607,32.965037902229795,6270186
2008-02-26,32.98114013671875,33.44792975541424,32.82017804867286,33.158198870206846,7139423
2008-02-27,34.91268539428711,36.634978436381864,33.46402659353306,33.46402659353306,43223132
2008-02-28,35.894554138183594,36.168190559392585,34.76781952904449,35.25070579010411,35763847
2008-02-29,35.37947463989258,36.37744045419862,34.800012872296065,35.669207706878865,16477462
2008-03-03,33.898624420166016,35.02536127589808,33.51231582621716,33.83424001837256,10049153
2008-03-04,33.0294303894043,34.25274278776655,32.19242877813723,34.12397398086029,11485198
2008-03-05,33.64108657836914,33.802048673324244,32.22461883285135,33.190391402581966,8581053
2008-03-07,31.91878890991211,33.158197821958616,30.582802311453616,33.158197821958616,14251925
2008-03-10,31.805553436279297,32.03204213771606,29.97746339594563,31.967331393627553,11713659
2008-03-11,34.42633819580078,34.74989393167005,30.802514392915455,31.546690830012576,19665129
2008-03-12,33.552738189697266,35.591139767069336,33.22918245342401,35.36465119052861,12262350
2008-03-13,28.94207191467285,33.002699762120834,28.14936065829294,32.67914396814919,47000084
2008-03-14,30.931934356689453,31.061355767257137,29.152377892994192,29.750954659685547,35798540
2008-03-17,29.718605041503906,30.349538356415255,29.087671726592554,30.349538356415255,19211273
2008-03-18,29.977455139160156,30.55985606405213,29.184741611090132,29.670075349457882,12632937
2008-03-19,30.155405044555664,33.58509476971832,29.961270711663115,31.384915172032077,16449023
2008-03-24,30.44660758972168,31.287853529442906,29.78331777504762,31.287853529442906,11636914
2008-03-25,31.595226287841797,31.789358417609808,30.67309154012208,31.23931409188788,13232423
2008-03-26,31.401092529296875,32.16144941877613,31.061358553268846,31.38491430296166,11448313
2008-03-27,31.967323303222656,32.274703099794735,30.931945077081867,30.931945077081867,17425122
2008-03-28,32.03204345703125,32.27471259730251,31.190799360724103,32.11293243903698,11599511
2008-03-31,31.805553436279297,32.17764405473267,31.384930308323046,32.03204213771606,9914705
2008-04-01,31.87024688720703,32.323226238542745,31.465802213292708,32.032024756772756,6034588
2008-04-02,32.387939453125,33.32625248574799,32.03202723484508,32.03202723484508,6087024
