Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410476446151733,0.8452737853213541,0.764033683773667,0.787983285753196,535796800
2000-01-04,0.7701388597488403,0.8311858638470322,0.7602771297069586,0.8133414853684556,512377600
2000-01-05,0.7814083695411682,0.8307162131584468,0.7738953040304676,0.779530090623911,778321600
2000-01-06,0.7137867212295532,0.8039494455671679,0.7137867212295532,0.7973754930122156,767972800
2000-01-07,0.7475981116294861,0.7588685909405547,0.7175441856306548,0.7250572533240345,460734400
2000-01-10,0.7344493269920349,0.7682598084170531,0.711908471019755,0.7663815291485405,505064000
2000-01-11,0.6968814134597778,0.7466588435807112,0.6799761995496755,0.7208310140608859,441548800
2000-01-12,0.6550874710083008,0.7175440234494438,0.649921363500657,0.7137866126810148,976068800
2000-01-13,0.7269353270530701,0.7419623119156469,0.6950031284252991,0.7099122913658482,1032684800
2000-01-14,0.7546413540840149,0.7682595896593242,0.7466587070846046,0.7513543788396504,390376000
2000-01-18,0.7809387445449829,0.7964361112168404,0.7546413380813738,0.7588682802152797,459177600
2000-01-19,0.8006625175476074,0.8170982024590331,0.7767129123537344,0.7936181796640565,597643200
2000-01-20,0.8527877926826477,0.9128956419997754,0.8527877926826477,0.8678147299327593,1831132800
2000-01-21,0.8363521695137024,0.8584226949939934,0.8278991337273192,0.8584226949939934,495924800
2000-01-24,0.79831463098526,0.8471520485811874,0.7898615466979472,0.8147502641966269,440876800
2000-01-25,0.8433954119682312,0.8499702665440544,0.7691997013886331,0.7889223590994574,497145600
2000-01-26,0.8278989791870117,0.8579529523967211,0.8246120531471683,0.8264902822675537,367158400
2000-01-27,0.8264901638031006,0.8490310668253682,0.8039493109391634,0.8175675485142607,340144000
2000-01-28,0.7635641694068909,0.8330642673193402,0.7560511021558296,0.8128720746044017,423348800
2000-01-31,0.7795302271842957,0.780469391886614,0.7100301833542677,0.7588685034166178,701680000
2000-02-01,0.7532329559326172,0.7889225756688991,0.7513547264882089,0.7814086547243353,318035200
2000-02-02,0.7424318194389343,0.7673205317791414,0.7288135327041901,0.7569900732219541,464195200
2000-02-03,0.7762432098388672,0.7832875461771943,0.7532327243319539,0.7537023066278441,475193600
2000-02-04,0.8114634156227112,0.8264903533618376,0.7785911930546897,0.7809390548946402,425320000
2000-02-07,0.8570137023925781,0.8584224493301827,0.7959666976463897,0.8114632650683706,441067200
2000-02-08,0.8631189465522766,0.8725101912303496,0.8358823707792796,0.8565440921743329,408643200
2000-02-09,0.8462127447128296,0.8800240731351007,0.8448040981966106,0.8574832209591394,299364800
2000-02-10,0.8527877926826477,0.8556051866722293,0.8264903264657386,0.8480920691555575,302982400
2000-02-11,0.8170979619026184,0.8574831899600267,0.813341404134075,0.8537266321914833,212251200
2000-02-14,0.8701625466346741,0.8706321290218016,0.8161590172064371,0.8213242729898178,367539200
2000-02-15,0.8941118717193604,0.9011562072242294,0.8654666528426092,0.8659362350829403,485744000
2000-02-16,0.8574833273887634,0.8875381016370432,0.8424563916896421,0.8847199054048898,378246400
2000-02-17,0.8631189465522766,0.8678145688913131,0.8499702409630143,0.8654667577217948,289497600
2000-02-18,0.8358826041221619,0.8668756462916626,0.8330643571770413,0.8612408577851604,233441600
2000-02-22,0.8551353216171265,0.8786153359246367,0.8016013424272517,0.8274292177222059,422296000
2000-02-23,0.8734496235847473,0.8941122541639859,0.8340034947245715,0.8507917942930961,473099200
2000-02-24,0.865583598613739,0.8950510119587477,0.8396387541923621,0.8814327260913769,376432000
2000-02-25,0.8293076753616333,0.8790851609408734,0.8274294462429348,0.8626494774313223,249144000
2000-02-28,0.8509094715118408,0.8640581796704118,0.814280791211753,0.8274294993703241,328328000
2000-02-29,0.8612409234046936,0.880963587530372,0.8457435986056493,0.8532574196147714,368961600
2000-03-01,0.979108989238739,0.992257700285688,0.890355791572058,0.8908253740642056,1077003200
2000-03-02,0.9166532754898071,0.9612647187364006,0.9067915409060605,0.9542211815125424,311259200
2000-03-03,0.9617338180541992,0.963495178163301,0.9016259748185426,0.9382537983608269,323366400
2000-03-06,0.9443590641021729,0.9701868949757367,0.9391929562174407,0.9467068754527938,210560000
2000-03-07,0.9232268929481506,0.9575078090985335,0.9100781858174206,0.9499938895618977,273011200
2000-03-08,0.9166532754898071,0.9312107349950295,0.890825434146093,0.9232272301898466,271230400
2000-03-09,0.9185311794281006,0.9391929012067272,0.888477209630414,0.9081998671137976,276718400
2000-03-10,0.9448283910751343,0.9612640692540818,0.909138738944834,0.914304845433313,248606400
2000-03-13,0.9114869236946106,0.9504634623419774,0.8978686343487448,0.9175920961129,303956800
2000-03-14,0.8584224581718445,0.9335581368679581,0.8565441289023584,0.9107824414671046,428579200
2000-03-15,0.8734496235847473,0.9035044045712276,0.8574835196342493,0.8687539998062461,443609600
2000-03-16,0.9133649468421936,0.9166527247505525,0.8603005484652276,0.8814327525076191,378100800
2000-03-17,0.939192533493042,0.939192533493042,0.898807267192736,0.9025647267025558,305043200
2000-03-20,0.9241661429405212,0.948585230046379,0.9194704193009761,0.927923504322289,204489600
2000-03-21,1.0138593912124634,1.027477582999253,0.9138357226950171,0.9208792587013069,524328000
2000-03-22,1.0833590030670166,1.0847685524141044,0.9885006757192539,0.9976580817507755,567996800
2000-03-23,1.0617579221725464,1.1298492449482667,1.0518961947138274,1.0669231255693072,562564800
2000-03-24,1.0420345067977905,1.0814806155964434,1.018084911627222,1.0702101411563905,446913600
2000-03-27,1.0486098527908325,1.087586401438434,1.0284168034981778,1.0340524953315353,279182400
2000-03-28,1.0453224182128906,1.066923302602995,1.0302945820141085,1.031233746539041,202966400
2000-03-29,1.0213732719421387,1.0476706928102868,1.005524136274797,1.0472012106567263,239836800
2000-03-30,0.9448283910751343,1.0345214013909265,0.9424804800424175,1.0035275713260599,414400000
2000-03-31,1.020433783531189,1.0312337745951212,0.9467067580851085,0.9575076519989612,404633600
2000-04-03,1.0016494989395142,1.048139954989247,0.972534692463428,1.018085181326281,328563200
2000-04-04,0.9565685391426086,0.9993016319822055,0.8772067227381317,0.9964842384951565,660329600
2000-04-05,0.9795788526535034,0.9983623429708889,0.9316797585760267,0.9502284076140357,457665600
2000-04-06,0.9406025409698486,1.010572217291709,0.926044284287501,0.9814574093104718,259627200
2000-04-07,0.9899097084999084,0.9908487729970847,0.9429504646399366,0.9560991733007519,242435200
2000-04-10,0.939192533493042,0.9974230239161147,0.9373143053212576,0.9894395259406236,212262400
2000-04-11,0.8973991274833679,0.9382538986406754,0.8870678133847434,0.9279234873921862,541822400
2000-04-12,0.820854663848877,0.8941121220868489,0.7879833460795606,0.8941121220868489,941136000
2000-04-13,0.8551353216171265,0.9016257680029935,0.8152196283392972,0.8377605283468244,529827200
2000-04-14,0.8405781388282776,0.8865981621969808,0.8189763475332338,0.8213242091279734,667620800
2000-04-17,0.9307405352592468,0.9312101174716664,0.8194456887249987,0.8227335165867687,409561600
2000-04-18,0.9532821178436279,0.9532821178436279,0.8969299017081459,0.9279238563269567,390924800
2000-04-19,0.910078227519989,0.9786391601123581,0.8997469137128937,0.9481157039149863,520150400
2000-04-20,0.8931728005409241,0.9373146392263293,0.8795545128821325,0.9293319409401157,722120000
2000-04-24,0.9053823351860046,0.9053823351860046,0.8621796661594895,0.864057894779509,443620800
2000-04-25,0.9640815854072571,0.9673693634898121,0.9171223555840792,0.9175919378506454,391641600
2000-04-26,0.9114869236946106,0.9617338399500549,0.901625995345919,0.9514025267204196,366912000
2000-04-27,0.9523415565490723,0.9542206882065747,0.8759150088946205,0.8804936618474138,326603200
2000-04-28,0.9321492910385132,0.9579772186042619,0.911486768415933,0.9551598253155534,249580800
2000-05-01,0.934027373790741,0.940132543558937,0.9157134695522287,0.9382534124510015,226195200
2000-05-02,0.8856590390205383,0.9485851836034825,0.8828416451014247,0.9260443268670371,236432000
2000-05-03,0.864527702331543,0.9110173587969637,0.8386998701877699,0.8936425106545064,489798400
2000-05-04,0.8316555023193359,0.8659364175189366,0.8307163376408099,0.8649972528404105,399515200
2000-05-05,0.849970281124115,0.862179822695806,0.8318902583429543,0.8325945816637565,284076800
2000-05-08,0.827429473400116,0.8541964211077875,0.8264903086516044,0.8422216191392098,184900800
2000-05-09,0.7922092080116272,0.8358822619870149,0.7879831183615322,0.8288379265453362,327140800
2000-05-10,0.7461893558502197,0.7889224548548345,0.7419624123181962,0.7818781174293022,535091200
2000-05-11,0.7724867463111877,0.7832876420215904,0.7438415205401688,0.7616859007591223,499744000
2000-05-12,0.8086457252502441,0.8302466595347441,0.7871609576509166,0.7964361853086832,306913600
2000-05-15,0.7588686347007751,0.8119330044703376,0.752293828588725,0.8119330044703376,678932800
2000-05-16,0.7940876483917236,0.8194458968356455,0.7720171784862305,0.7852828542769409,440451200
2000-05-17,0.761685848236084,0.7790606449035866,0.7541719292005828,0.7785910625826181,398092800
2000-05-18,0.7569901347160339,0.7884527504257741,0.7560509701246976,0.7738953481517434,373777600
2000-05-19,0.7062736749649048,0.7457197962592866,0.7015771492369611,0.7457197962592866,740667200
2000-05-22,0.6757490038871765,0.7043950689241428,0.6461646272750113,0.7043950689241428,755507200
2000-05-23,0.6447561979293823,0.7015771141666278,0.6433475011047695,0.6799762267780988,517585600
2000-05-24,0.6588440537452698,0.6743405723280571,0.6236240230320654,0.647573625860043,678462400
2000-05-25,0.655674159526825,0.6961772243794899,0.6461650400167075,0.6649493906705591,406750400
2000-05-26,0.6489822268486023,0.6752796372360508,0.6405300467025967,0.6611917674761061,181148800
