Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
0,2007-10-05,32.38557815551758,35.250704510369104,26.767999775913133,28.908796765471156,855215656
1,2007-10-08,30.7276668548584,33.48011863436938,30.53451150138165,33.48011863436938,126671715
2,2007-10-09,32.82017135620117,33.109902182328575,29.085850801739035,30.74375909726689,116725709
3,2007-10-10,33.125999450683594,33.80204096867718,32.83626861907928,33.67327001215155,67931378
4,2007-10-11,36.828125,38.630900838195814,32.83626702237896,38.630900838195814,106320954
5,2007-10-12,36.58668518066406,37.95486273117044,35.73358711068223,36.05551124021314,99410791
6,2007-10-15,37.069576263427734,37.568561349828464,36.7476520914438,37.343212682889295,41814972
7,2007-10-16,40.85218811035156,41.496040865236544,36.86032897487316,37.11786658372609,138614496
8,2007-10-17,44.03923034667969,45.069384896307255,34.15615607250487,36.69935789450386,204876259
9,2007-10-18,42.493988037109375,48.11156507806141,40.6751178265235,44.747456636582996,146617799
10,2007-10-19,42.349151611328125,44.071447432412796,40.24054489652026,41.52824205376075,110266491
11,2007-10-22,41.785770416259766,43.08956161430028,40.401493805880655,41.49603952407034,72253405
12,2007-10-23,44.763553619384766,45.16595870988109,42.81591036155777,42.81591036155777,74594921
13,2007-10-24,44.071434020996094,46.19613455714893,43.572448904585436,45.71324390375501,63055170
14,2007-10-25,43.974853515625,45.00501265976489,38.84016099046487,42.574482430001666,34522489
15,2007-10-26,45.29473876953125,46.019068113191636,43.54025039055912,44.74746596332643,62370025
16,2007-10-29,46.21220779418945,47.32284749074666,45.80980273983891,46.03515131682492,43657697
17,2007-10-30,47.242374420166016,48.513971985813654,45.455693058727526,46.839969298180996,79921711
18,2007-10-31,48.22425842285156,49.286610944759616,47.32287237369617,47.48383448007225,44655368
19,2007-11-01,47.14579772949219,49.78557725311005,46.759491406331854,49.41536538935732,50632492
20,2007-11-02,47.99889373779297,48.28862892585344,45.0693835043631,45.43959971880145,32001693
21,2007-11-05,48.98075866699219,50.059205156946895,47.67696358521128,47.96669873652342,38833135
22,2007-11-06,49.62461853027344,52.763378903079875,48.94857696131693,49.83386834851875,81880281
23,2007-11-07,48.90028762817383,51.25033203328233,47.80574645821063,50.54210156630636,33593141
24,2007-11-08,48.06329345703125,49.36708906093631,47.00094536470238,47.644793751902014,27990521
25,2007-11-12,49.22221374511719,50.09141067873099,45.34302519784152,46.61462731065141,35153735
26,2007-11-13,50.397239685058594,51.411299937604646,48.46569468349432,50.05922105633523,43830531
27,2007-11-14,49.7372932434082,51.990762246708975,49.47975130891987,51.28252738483562,36738579
28,2007-11-15,50.574302673339844,51.45959416874133,49.62462459535869,50.670878180833185,29242252
29,2007-11-16,50.22018051147461,51.3630094977053,49.6407144215067,50.34894929823112,18895294
30,2007-11-19,52.0390510559082,53.922308206052065,50.9767031078146,51.36300946785967,40716718
31,2007-11-20,51.23423767089844,53.278456775879775,50.60648386894239,51.829798186481646,26342171
32,2007-11-21,47.242374420166016,51.845887269124596,46.09954125390355,51.540061996241,26814499
33,2007-11-22,45.616661071777344,48.64275147785787,43.63682848602828,46.74339556065289,34096185
34,2007-11-23,48.64274978637695,48.93248062873772,45.906390327885084,48.61055650025344,27664090
35,2007-11-26,49.0290641784668,50.445529703313106,48.64275778062298,50.445529703313106,20159123
36,2007-11-27,47.82183074951172,49.866049415923996,47.32285020009887,49.866049415923996,20573198
37,2007-11-28,47.11360168457031,49.09343839450024,46.79167758427277,48.868089777741936,16435311
38,2007-11-29,45.84202194213867,48.546184563363205,45.24646125162227,48.288646929485346,25530967
39,2007-11-30,47.612586975097656,47.90231779400873,46.03515974647063,46.67900795132861,18437721
40,2007-12-03,48.28863525390625,48.88419580042367,47.82184349319311,48.19205538977128,16851227
41,2007-12-04,47.66088104248047,49.0129641986734,47.30676360953702,48.61055901723213,14008727
42,2007-12-05,49.56022262573242,49.73728348966601,47.64477696838109,47.74135244589048,27725290
43,2007-12-06,48.64274978637695,51.39519933836742,48.01499598928242,50.63867676315426,24104710
44,2007-12-07,48.433502197265625,49.640717843276676,47.5643095519633,48.948581746172216,11742386
45,2007-12-10,48.4818000793457,49.077356375738745,47.85404612224704,48.90029980649377,8330010
46,2007-12-11,48.256431579589844,49.19001053370546,48.014988520781934,48.91637419378155,11685950
47,2007-12-12,48.22425842285156,48.65885698334229,47.32287237369617,47.64479658644832,16342131
48,2007-12-13,47.419437408447266,48.93248262045978,47.24238087712427,48.28863433728435,14620172
49,2007-12-14,46.95265197753906,47.69308022269544,46.71120883884428,47.2584816997696,10991851
50,2007-12-17,44.11971664428711,47.4838257990707,43.4597695089709,47.22628385612689,19355678
51,2007-12-18,43.92655563354492,45.39130859899052,42.55837815530719,43.62072598009463,21607783
52,2007-12-19,43.121742248535156,45.729328245593685,42.751530419050745,45.343017591816526,19526912
53,2007-12-20,42.687164306640625,44.03924787628771,42.494008887208615,43.685130335058524,17105204
54,2007-12-24,43.990943908691406,44.68307990419135,42.97687942180443,43.33099683259231,16711519
55,2007-12-26,45.326927185058594,45.87419993242705,44.232386056697,44.232386056697,20930094
56,2007-12-27,45.64884948730469,46.904352624787386,45.26253881436765,46.2605044141424,44565277
57,2007-12-28,46.00297546386719,46.19613083639226,45.06939189105865,45.552278139183365,18354518
58,2007-12-31,46.34098434448242,46.614620700809915,45.77761717349202,46.35708316919288,11982308
59,2008-01-01,47.19408416748047,47.628682589582,46.14783080919445,46.58242923129599,16687746
60,2008-01-02,46.936553955078125,47.54820898677381,46.24441788325469,47.19409153693656,13437280
61,2008-01-03,48.86809539794922,49.06125075361711,46.08345248339512,46.64681972370739,31815218
62,2008-01-04,48.610565185546875,50.22018611556072,48.28864099954411,49.576337743555186,28011310
63,2008-01-07,48.20814895629883,49.31878452483595,47.69306950291376,48.30472444351937,15858063
64,2008-01-08,46.56634521484375,48.932488829004434,46.00297789558532,48.256447172619076,13282666
65,2008-01-09,45.825904846191406,46.82387042086799,45.71323053888719,46.614620630945886,13113527
66,2008-01-10,44.73138427734375,47.32287706682965,44.42555449834863,46.03518008811676,18023003
67,2008-01-11,45.40740966796875,45.8420081146276,43.62072813534356,45.343023095732086,11629440
68,2008-01-14,46.099552154541016,46.58243841510566,44.763567706920696,45.48789709776767,10264240
69,2008-01-15,44.69919204711914,47.03314287677631,44.32898003017308,46.8399918184581,11558334
70,2008-01-16,43.78169250488281,44.74746494103277,42.67105682313576,44.37725304711709,14834065
71,2008-01-17,44.95671844482422,45.95468415360822,43.00907477505412,43.942653909190525,16169395
72,2008-01-18,42.86420440673828,44.634786885107694,42.49398821361568,44.58649477896135,13254156
73,2008-01-21,35.572628021240234,42.49399738506381,30.985206608541354,42.49399738506381,33202389
74,2008-01-22,31.9992733001709,33.80204969123172,25.415921671707064,32.06365770345417,58755707
75,2008-01-23,35.572628021240234,36.9408056861821,32.51434853489959,32.51434853489959,28425991
76,2008-01-24,35.653099060058594,38.180203852695854,33.962997712714355,37.48806798372504,29911930
77,2008-01-25,37.48807907104492,37.66513561324904,35.97503376604724,37.343211451877266,12550722
78,2008-01-28,37.890480041503906,38.180210881108884,33.96300396480187,36.97299541077532,13601109
79,2008-01-29,37.26272201538086,38.53432391282838,36.699354859919914,37.987051215259214,7679877
80,2008-01-30,35.20240783691406,37.50416414105895,34.735616173265015,37.34320210067994,9016102
81,2008-01-31,32.90065002441406,35.669198048994275,32.514341556218255,35.572620386148465,41538563
82,2008-02-01,34.043495178222656,34.28493834450258,33.1582035685296,33.46403114251317,9089201
83,2008-02-04,35.797977447509766,36.216479322068366,34.687339452741696,34.687339452741696,12009385
84,2008-02-05,36.90860366821289,37.39148978869355,35.08973348767737,35.86235040717146,14593303
85,2008-02-06,36.58668518066406,37.02128362880588,34.5424682680554,35.894549175447686,12429218
86,2008-02-07,34.86438751220703,37.327108067941936,34.63904108974965,36.08769946964521,11300078
87,2008-02-08,33.9630012512207,35.37946641663072,33.33524751025345,35.089735600174706,13514197
88,2008-02-11,31.56467056274414,34.44589351286467,31.226649761441898,34.44589351286467,15133331
89,2008-02-12,31.00129508972168,32.723589746525626,30.743755395734077,32.514339973203576,10237627
90,2008-02-13,30.550615310668945,31.950984310689403,29.92286353940541,31.548579049214283,10395753
91,2008-02-14,33.22257995605469,33.56060074388351,31.22664851675604,31.22664851675604,12514003
92,2008-02-15,34.17226028442383,34.445896716448054,32.208521871891165,33.09381338549082,12080990
93,2008-02-18,33.979087829589844,34.94486208790878,33.689357080325074,34.94486208790878,6977153
94,2008-02-19,33.608882904052734,34.67123283922573,33.35134319504299,34.590751816609405,7226542
95,2008-02-20,32.77187728881836,33.303053313851784,32.401665481857414,33.286956673725804,5604999
96,2008-02-21,32.99723815917969,33.5606054908504,32.59483292227204,33.30306570259187,3874365
97,2008-02-22,32.57874298095703,32.78799287393799,31.56468026533986,31.902701170545583,2691220
98,2008-02-25,32.85236740112305,33.25477259973796,32.0636536484754,32.9650417300104,6270186
99,2008-02-26,32.98114013671875,33.44792975541424,32.82017804867286,33.158198870206846,7139423
100,2008-02-27,34.912681579589844,36.63497443350009,33.46402293712195,33.46402293712195,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.37946701049805,36.3774326095981,34.80000536785937,35.66920001500495,16477462
103,2008-03-03,33.89861297607422,35.025349451422706,33.512304512542194,33.834228596016786,10049153
104,2008-03-04,33.02942657470703,34.25273883178418,32.192425060108526,34.123970039749935,11485198
105,2008-03-05,33.641075134277344,33.80203717447604,32.22460787061637,33.19038011180855,8581053
106,2008-03-07,31.91878318786621,33.15819187772526,30.582796828908553,33.15819187772526,14251925
107,2008-03-10,31.80552864074707,32.03201716561379,29.977440025587956,31.967306471973618,11713659
108,2008-03-11,34.426353454589844,34.74990933386876,30.80252804551676,31.546704812455268,19665129
109,2008-03-12,33.55274963378906,35.59115190641452,33.22919378715815,35.364663252623586,12262350
110,2008-03-13,28.942073822021484,33.00270193707412,28.149362513400096,32.679146121779404,47000084
111,2008-03-14,30.931930541992188,31.061351936598903,29.15237429776167,29.75095099063323,35798540
112,2008-03-17,29.718616485595703,30.349550043467943,29.08768292772346,30.349550043467943,19211273
113,2008-03-18,29.977447509765625,30.559848286433994,29.18473418344469,29.670067798292862,12632937
114,2008-03-19,30.155397415161133,33.58508627260352,29.961263131385063,31.384907231568338,16449023
115,2008-03-24,30.44660758972168,31.287853529442906,29.78331777504762,31.287853529442906,11636914
116,2008-03-25,31.595239639282227,31.78937185108616,30.673104501888858,31.239327292927722,13232423
117,2008-03-26,31.401103973388672,32.161461139979124,31.06136987354499,31.384925741157325,11448313
118,2008-03-27,31.96731185913086,32.27469154566299,30.931934003648674,30.931934003648674,17425122
119,2008-03-28,32.03202819824219,32.27469722291554,31.190784502670205,32.112917141715634,11599511
120,2008-03-31,31.80552864074707,32.17761896911949,31.38490584070758,32.03201716561379,9914705
121,2008-04-01,31.870258331298828,32.32323784529213,31.465813512154945,32.03203625895638,6034588
122,2008-04-02,32.3879280090332,33.326240710108685,32.03201591651281,32.03201591651281,6087024
123,2008-04-03,32.12910079956055,32.614434542429876,31.870255697846225,32.468834858419754,3883474
124,2008-04-04,31.96731185913086,32.33940225020826,31.352556874571864,32.33940225020826,5906537
125,2008-04-07,31.837890625,32.16144634375702,31.465800231877843,32.015846709166894,4088729
126,2008-04-08,31.029001235961914,31.854068755192667,30.802512672355125,31.78935585623132,5753811
127,2008-04-09,31.109895706176758,31.384916798733997,30.753983475510882,31.126073933798487,3776374
128,2008-04-10,31.724645614624023,31.951134181536986,30.94811275827882,31.061355944608962,7075297
129,2008-04-11,31.870258331298828,32.193814186613935,31.54670247598372,32.03203625895638,4012660
130,2008-04-15,32.3555908203125,32.51736873052899,31.126078263816463,31.676122719701883,6362785
131,2008-04-16,31.91878318786621,32.905628681253994,31.789359569080084,32.6791400911944,4725794
132,2008-04-17,33.14830780029297,33.908662791559216,32.048216506471455,32.40412884740712,14831167
