Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
133,2008-04-21,33.68217086791992,34.264571826784305,33.32626075557477,33.64981660002682,7639361
134,2008-04-22,34.23221969604492,34.62048851391788,33.326264972351424,33.64982085774304,8814769
135,2008-04-23,34.26457214355469,34.669016952858776,33.811594834835525,34.29692860600043,5265604
136,2008-04-24,33.051231384277344,34.68518853971219,32.76003205506258,34.620477821470374,8801780
137,2008-04-25,33.326263427734375,33.79541900095688,32.8732838926287,33.649819298129714,4095990
138,2008-04-28,33.45568084716797,34.10279250960232,33.32625939238247,33.35861365895214,4708244
139,2008-04-29,33.924842834472656,34.24839872740551,33.4880436955656,33.64982164203202,6497143
140,2008-04-30,34.15131759643555,34.58811875150304,33.97336368328124,34.26456299049095,6331377
141,2008-05-02,34.458702087402344,35.42936950459641,34.39398917085348,34.66901248342643,5658418
142,2008-05-05,34.29692459106445,35.10581411498076,34.07043376896527,34.911679751539545,7642293
143,2008-05-06,34.00571060180664,34.68517843095226,33.81157850365965,34.02188882521534,5061166
144,2008-05-07,33.520389556884766,34.19985763924331,33.00270157465027,33.973369009874894,4303106
145,2008-05-08,33.11594772338867,33.455681794638714,32.92181553571256,33.26154741270913,3642073
146,2008-05-09,32.921810150146484,33.779232109190254,32.420298240746895,32.67914330955828,8621761
147,2008-05-12,32.921810150146484,33.1644769907347,32.193807434128736,32.921810150146484,4890395
148,2008-05-13,33.018882751464844,33.26154964805857,32.74386158521079,33.06741744733576,5056766
149,2008-05-14,33.067405700683594,33.24536180048707,32.35558349572251,32.35558349572251,2982486
150,2008-05-15,33.08358383178711,33.4556720622815,32.355583402708916,32.355583402708916,2646760
151,2008-05-16,33.342430114746094,33.4394972874923,32.93798539018112,33.32625408116594,4422288
152,2008-05-20,33.27772521972656,33.407148870782336,32.93799115280365,33.00270407545826,3464912
153,2008-05-21,33.48802947998047,33.97336311335683,32.51736221322775,32.51736221322775,3419088
154,2008-05-22,33.03504943847656,33.19682731300162,32.679139431073146,32.679139431073146,3558000
155,2008-05-23,32.48501205444336,33.29390160013886,32.35559060483341,32.84092433225071,4417028
156,2008-05-26,32.24234390258789,32.436478263500085,30.73780809115151,30.73780809115151,2605807
157,2008-05-27,31.271671295166016,32.6467832396294,31.126071645779287,32.29087103512597,3316550
158,2008-05-28,32.42029571533203,32.61442785612859,30.834871163768916,31.38491552073859,4505700
159,2008-05-29,32.95415496826172,33.32624533374766,31.99966610767167,32.760022867977845,11026212
160,2008-05-30,31.902612686157227,33.16448175504409,31.773191230285796,33.03505810491924,4023430
161,2008-06-02,30.543670654296875,32.35558372932773,30.09069128841273,31.708470036028547,4431595
162,2008-06-03,29.41122817993164,30.414249777240354,29.136204890365427,30.090693998575663,6240766
163,2008-06-04,28.50527000427246,29.589180487059764,28.327313896873665,29.28180295296345,5762089
164,2008-06-05,28.45673942565918,28.667052017175745,27.502250231978135,28.472917654891727,9721099
165,2008-06-06,28.14936065673828,29.330340621221474,27.744915914296058,28.31113855371517,6317089
166,2008-06-09,27.761089324951172,28.44055725203479,26.53157708245609,27.825800033660855,6500809
167,2008-06-10,27.566957473754883,27.79344826590483,26.93602416738012,27.50224675924903,6717902
168,2008-06-11,27.696378707885742,28.14935586460515,27.502244386861545,27.825800125733345,2586175
169,2008-06-12,27.890520095825195,28.052298018980157,26.53158598017422,27.34047559594903,3244212
170,2008-06-13,27.71257209777832,28.117016992677094,27.42137045689881,27.84199358644433,4248430
171,2008-06-16,28.68323516845703,29.120034267171008,27.85816727854802,27.95523447634678,4354615
172,2008-06-17,29.540645599365234,29.76713417480197,28.181711952492048,29.08766844849176,4736084
173,2008-06-18,29.508291244506836,30.155404954123753,29.443580531821016,29.443580531821016,5055019
174,2008-06-19,28.877365112304688,29.443587828570262,28.408209586249615,28.92589980453667,4221271
175,2008-06-20,28.214080810546875,29.233283218841223,27.841992400787067,29.120037775390553,3837789
176,2008-06-23,27.227231979370117,28.08465634555895,26.952210808303015,27.987589146371995,4516050
177,2008-06-24,26.3859806060791,27.631671223819644,26.110957318239333,27.227224308774613,5238203
178,2008-06-25,25.657981872558594,26.191848063004414,25.075580995729304,25.884470492921878,3933879
179,2008-06-26,27.113977432250977,28.278778948118088,25.803576275463662,25.803576275463662,18253250
180,2008-06-27,25.91682243347168,26.790424767545915,25.771222775876975,26.208023942914092,6821283
181,2008-06-30,25.399139404296875,26.143318257026976,24.671138782023533,25.900651382935862,4596315
182,2008-07-01,23.60340118408203,25.399136269580524,22.697444527102753,25.399136269580524,6202295
183,2008-07-02,24.638776779174805,24.897621825501343,22.859220102777634,23.619577014939413,5245963
184,2008-07-03,23.99167251586914,24.638784230253762,23.29602830060711,24.428473800780196,4726793
185,2008-07-04,24.315217971801758,24.784373325190483,23.457796194720732,23.619574054113578,4862814
186,2008-07-07,24.849088668823242,25.852112462000328,24.638778290053718,24.638778290053718,5528014
187,2008-07-08,25.577098846435547,26.208032361517837,22.972471429146022,22.972471429146022,8354280
188,2008-07-09,27.356653213500977,27.469896440617276,25.916827974314526,25.916827974314526,6860769
189,2008-07-10,28.55380630493164,28.893540338210396,26.596293250566656,27.356650268178477,7216175
190,2008-07-11,27.19487190246582,29.18473918677837,26.984559316757974,28.828829124758705,6040791
191,2008-07-14,27.211044311523438,28.18171377255338,26.531578541331246,26.531578541331246,5942149
192,2008-07-15,26.07859992980957,26.822778628291495,25.884467787327086,26.53157931744129,3693378
193,2008-07-16,25.366783142089844,26.53158502455284,24.92998188760286,26.07860553948237,6973872
194,2008-07-17,26.661006927490234,26.855141309238455,25.884473789004307,25.884473789004307,5038238
195,2008-07-18,28.14936065673828,28.375849273655295,26.353625561444176,27.146336817780302,5983177
196,2008-07-21,29.73478126525879,29.912737366255953,28.165535003174075,28.634690400891788,8754188
197,2008-07-22,30.948116302490234,31.22313738157573,29.47593715758144,29.734782204090614,12631056
198,2008-07-23,33.13211441040039,33.77922586569513,31.740824342666162,32.32322509128197,12798869
199,2008-07-24,31.96731185913086,33.7468683025152,29.977445077411236,29.977445077411236,10764301
200,2008-07-25,32.03202819824219,33.06740843010467,30.818694046140557,31.62758348087498,10710381
201,2008-07-28,31.77318572998047,32.66296411926257,31.417273496566413,32.03202859691464,5533881
202,2008-07-29,30.495147705078125,31.546704295502852,30.2524807995955,31.061370484537594,5145929
203,2008-07-30,31.77318572998047,32.03202859691464,30.770161940724886,30.770161940724886,7354746
204,2008-07-31,30.656911849975586,32.32322516785882,30.252467189458205,32.32322516785882,6006517
205,2008-08-01,31.54669189453125,31.676115509797917,29.120023793625652,30.171579970684743,4699412
206,2008-08-04,31.74083709716797,32.32323807981145,30.9157692212775,30.9157692212775,4301346
207,2008-08-05,33.16447448730469,33.407141309575124,31.5466934779155,31.870249240942748,9161115
208,2008-08-06,32.32323455810547,34.34545844817012,32.0967459212689,34.34545844817012,8616591
209,2008-08-07,32.24234390258789,32.97034446462875,31.23932002829697,31.23932002829697,4809365
210,2008-08-08,31.692289352416992,32.485000383550464,31.57904397900398,31.870243233133817,4883824
211,2008-08-11,31.983484268188477,32.452639533649716,31.740817524578986,32.09672962624047,2714705
212,2008-08-12,31.433446884155273,32.35558158693932,31.19078008808081,32.19380152863697,5801276
213,2008-08-13,31.5628662109375,31.870243693459233,30.818687646659438,31.06135442669016,2754609
214,2008-08-14,30.80251693725586,31.708471317120992,30.737804029334395,31.38491555452546,2566362
215,2008-08-18,30.44660758972168,31.384918511965765,30.155408253646804,30.737806925796562,2963058
216,2008-08-19,29.880388259887695,30.576032414333238,29.265630868415144,30.398078463837912,2941144
217,2008-08-20,30.22011947631836,30.46278632517013,30.009806890761578,30.090695840378835,3319410
218,2008-08-21,29.89655876159668,30.398070605604648,29.54064656410642,30.090690892202684,4138486
219,2008-08-22,29.589187622070312,30.931945670545478,28.828832716931,30.931945670545478,4139879
220,2008-08-25,29.912738800048828,30.317183506131677,29.702426236333967,30.317183506131677,2034227
221,2008-08-26,29.96126937866211,30.05833654078979,29.411225052275693,29.60535718227823,1489491
222,2008-08-27,29.362701416015625,30.33336901380917,29.200923483050037,30.12305857865536,4297168
223,2008-08-28,28.925907135009766,29.767151210099502,28.55381651061564,29.443595290237138,7382078
224,2008-08-29,30.123064041137695,30.23630949245087,29.31417422962658,29.44359572176674,2219080
225,2008-09-01,30.106748580932617,30.237150473253347,29.503634854478076,30.05784621315529,3417069
226,2008-09-02,31.68789291381836,31.818294846391474,30.057855491393937,30.318661567416918,5030404
227,2008-09-04,31.01957130432129,31.59008350457396,30.758765284887673,31.329277485140345,2813325
228,2008-09-05,30.33496856689453,30.67727647351588,29.99266066027318,30.644674878265388,3330688
229,2008-09-08,31.932390213012695,33.22011726605081,31.6226818315389,31.94868879235241,8377948
230,2008-09-09,32.04648971557617,32.307295713322276,31.312974090533054,31.93238861153956,3737279
231,2008-09-10,31.76937484741211,32.30728524716706,31.45966658180282,31.88347591448494,3847698
232,2008-09-11,30.921772003173828,31.62268618097733,30.677266748934027,31.62268618097733,2567354
233,2008-09-12,31.231473922729492,32.07909290524914,30.726162691261088,31.13367139230396,6093354
234,2008-09-15,29.259130477905273,30.56315828159449,28.378912152590274,30.090448644932376,6770268
235,2008-09-16,29.82964515686035,30.090451181761132,27.710599797215497,28.118108520224123,4654621
236,2008-09-17,29.06353187561035,30.253456535792147,28.688622500807156,30.253456535792147,4674190
237,2008-09-18,28.998321533203125,29.568833639440488,26.911878143313984,28.68861540342088,6603710
238,2008-09-19,30.758758544921875,30.921761994990472,29.34062764497477,29.68293533229398,9821730
239,2008-09-22,30.090444564819336,32.92670642196144,29.845939384781282,31.622676584215984,4162514
240,2008-09-23,29.731834411621094,30.40014897499576,29.177623143533214,29.731834411621094,6569683
241,2008-09-24,30.416452407836914,30.742459324589692,29.438431657578587,29.829639515506738,5730103
242,2008-09-25,29.471031188964844,30.628356105319565,28.770115040048953,30.49795202114008,10926783
243,2008-09-26,28.998321533203125,29.6340367917112,28.49301257923647,29.6340367917112,4967945
244,2008-09-29,27.922510147094727,29.829649950743168,27.384597219750287,29.829649950743168,7859964
245,2008-09-30,27.971403121948242,29.014624909969562,26.406569334478213,26.406569334478213,6616439
246,2008-10-01,28.90052032470703,29.177624869706865,27.75949393696217,28.33000823627252,3743739
247,2008-10-03,29.308032989501953,29.666639310733583,28.525614976960306,29.047226985321405,4681406
248,2008-10-06,28.704917907714844,29.340630993355393,28.118104978325093,28.982024688805463,5560277
249,2008-10-07,29.65034294128418,30.286058362147187,28.68862273018901,28.68862273018901,9928258
250,2008-10-08,29.422128677368164,29.666633846715044,27.417184962198327,28.656013806606722,9985473
251,2008-10-10,29.24283218383789,29.91114693243944,27.074886659537306,29.308035348287852,9025179
252,2008-10-13,29.82964515686035,30.057849599569916,29.193931991142158,29.389537062536824,6805621
253,2008-10-14,29.112428665161133,30.93806852942204,28.884224234847572,29.992647016871278,5099383
254,2008-10-15,28.86791229248047,29.487324394167494,28.558206241636956,28.949414001169572,5495022
255,2008-10-16,27.75949478149414,28.460410980848998,27.221584251812704,28.460410980848998,6651066
256,2008-10-17,25.67305564880371,28.52561665060092,25.298146304898886,28.330013794146303,5586092
257,2008-10-20,25.966455459594727,26.99337852611582,25.151438205629955,25.770852645168663,7922965
258,2008-10-21,26.17835807800293,27.54758645542241,25.428541853668886,26.227258222923954,8047276
259,2008-10-22,24.74393653869629,26.113165468322773,24.49943129373169,25.91756259887694,5408099
260,2008-10-23,23.53770637512207,24.35272369453583,23.17909787022963,24.124519287275174,6641370
261,2008-10-24,20.489543914794922,23.146499906511824,20.2124370985846,22.820492927853245,9905588
262,2008-10-27,18.908405303955078,20.212432951003585,16.952363833382318,20.114630435299773,12878172
263,2008-10-29,21.40236473083496,22.755292860614006,19.560423903144713,21.516465851283904,13094201
264,2008-10-31,22.771583557128906,23.472499604337195,21.646860377742843,22.527078422006916,8097887
265,2008-11-03,23.472509384155273,24.0919217668589,22.65748971662871,24.05932018424235,4951148
266,2008-11-04,24.499425888061523,24.695030925224543,23.032394741966666,23.14649583791515,4515828
267,2008-11-05,23.6029109954834,25.68935698474554,23.14649989898403,25.68935698474554,6145587
268,2008-11-06,22.82048797607422,24.369022999564802,22.347778401766988,23.14649488399311,4896229
269,2008-11-07,24.597230911254883,25.330746558992505,22.494484285706104,22.65748776298113,8250147
270,2008-11-10,25.151443481445312,25.721955678892392,24.59723207467197,25.36334712757515,3775177
271,2008-11-11,24.858036041259766,25.901257816889412,24.28752389089773,25.26554472008979,8900004
272,2008-11-12,23.81481170654297,25.39594624163515,23.52140634642584,25.39594624163515,5705390
273,2008-11-14,23.733308792114258,24.77653271150455,23.439903446583195,23.602906907628437,4038880
274,2008-11-17,24.71133804321289,25.526357839158322,22.49448976965058,25.526357839158322,5361538
275,2008-11-18,23.374704360961914,24.646130573752117,22.918293307257553,24.646130573752117,6392448
276,2008-11-19,22.80419158935547,24.206021870205173,22.51078401752587,23.472506256945262,5606729
277,2008-11-20,22.559690475463867,22.983497804602482,21.59796806166474,22.820494305433336,5080395
278,2008-11-21,23.994115829467773,24.74393222549815,21.842469164489497,22.41298130329234,8350092
279,2008-11-24,24.597230911254883,24.988438814539716,23.374704831692178,24.711332018821707,5420119
280,2008-11-25,23.994115829467773,25.15144089607161,23.798512994118134,24.85803553760913,5453771
281,2008-11-26,24.53203010559082,24.906937221159374,23.55400923623684,24.254923308256725,5246053
282,2008-11-27,24.53203010559082,24.53203010559082,24.53203010559082,24.53203010559082,0
283,2008-11-28,24.140819549560547,24.61353139650815,23.17909948771663,23.79851402022074,8464961
284,2008-12-01,23.94521713256836,25.558951124204828,23.847414603495448,24.613531835211067,5733003
285,2008-12-02,23.733308792114258,23.99411477196183,22.98349242913096,23.76591036867368,5879324
286,2008-12-03,24.45052719116211,24.760233342728327,23.228001163235415,23.96151677999143,6430656
287,2008-12-04,25.62415313720703,25.754557251677337,21.679467917533902,21.679467917533902,4648185
288,2008-12-05,25.31444549560547,26.53697156196063,24.466826538582104,24.466826538582104,5338962
289,2008-12-08,25.379642486572266,26.210960524254162,24.287520697432026,25.999056923475308,11709287
290,2008-12-10,24.972139358520508,26.569574847668278,24.613533015886233,26.569574847668278,11172070
291,2008-12-11,24.695030212402344,25.412244976504457,24.303820149368583,25.412244976504457,9867592
292,2008-12-12,23.92891502380371,24.206021805758994,23.40730303807943,24.091918492983044,9847702
293,2008-12-15,24.32012367248535,24.858036464219218,24.124520829844403,24.74393314785491,5741641
294,2008-12-16,25.249242782592773,25.558948922244987,23.146496326747982,24.450526250581483,9183505
295,2008-12-17,25.216644287109375,25.917560595007632,24.548329560369638,25.917560595007632,8720755
296,2008-12-18,25.966455459594727,26.24356221029307,24.646127065996637,24.646127065996637,12640018
297,2008-12-19,27.221586227416992,27.54759316867195,25.93385925163513,26.73257581553456,10050607
298,2008-12-22,27.237890243530273,27.46609468726893,26.292468675361086,26.292468675361086,6524631
299,2008-12-23,26.68366813659668,27.498685327509786,26.488065337302906,27.058577370942082,5151765
300,2008-12-24,26.227264404296875,27.04228175090483,22.00547278016684,22.00547278016684,13318746
301,2008-12-26,26.27616310119629,27.66169251346862,25.591549894599048,27.66169251346862,5480531
302,2008-12-29,26.830387115478516,27.042290812250975,25.75456341529319,26.56958103499771,3418418
303,2008-12-30,26.781478881835938,27.221589184692885,25.787157160812832,26.765178090827106,4868199
304,2008-12-31,27.10748863220215,27.514997394738575,26.504376990174155,27.514997394738575,4396180
305,2009-01-02,27.498695373535156,27.955106493711334,26.977085507317796,27.955106493711334,3976548
306,2009-01-05,26.879276275634766,27.955099535045864,26.53696857342998,27.955099535045864,4505326
